age,gender,race,pred,s,agegroup,gender_female,gender_male,race_Asian,race_Black,race_Indian,race_Others,race_White,agegroup_0-4,agegroup_5-17,agegroup_18-24,agegroup_25-34,agegroup_35-44,agegroup_45-64,agegroup_65-84,agegroup_85-99,agegroup_100-119
2,female,White,1.577769160270691,0.4222308397293091,0-4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
29,male,Indian,25.595552444458008,3.404447555541992,25-34,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,male,Asian,2.4810750484466553,1.4810750484466553,0-4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
80,male,Asian,56.95302200317383,23.046977996826172,65-84,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
22,female,Black,27.4483699798584,5.448369979858398,18-24,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
16,female,White,16.521818161010742,0.5218181610107422,5-17,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
55,male,Indian,41.049705505371094,13.950294494628906,45-64,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
7,female,White,4.844929218292236,2.1550707817077637,5-17,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
16,male,White,28.502553939819336,12.502553939819336,5-17,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
27,male,Indian,25.227506637573242,1.7724933624267578,25-34,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
41,male,Black,43.829864501953125,2.829864501953125,35-44,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
74,male,White,41.7990837097168,32.2009162902832,65-84,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
42,male,Asian,37.106849670410156,4.893150329589844,35-44,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
40,male,Others,46.137123107910156,6.137123107910156,35-44,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
37,male,White,44.871986389160156,7.871986389160156,35-44,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
25,male,White,26.07441520690918,1.0744152069091797,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
24,female,Indian,25.4548397064209,1.4548397064208984,18-24,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
54,female,White,57.932987213134766,3.9329872131347656,45-64,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
62,female,Asian,66.13672637939453,4.136726379394531,45-64,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
36,female,Black,38.389278411865234,2.3892784118652344,35-44,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
30,female,White,34.011688232421875,4.011688232421875,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,male,White,18.604162216186523,7.604162216186523,5-17,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
28,male,Black,27.922372817993164,0.07762718200683594,25-34,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31,female,Black,25.750041961669922,5.249958038330078,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,female,Others,1.1520007848739624,0.1520007848739624,0-4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
27,female,Asian,25.63936424255371,1.360635757446289,25-34,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
54,female,White,55.74827194213867,1.7482719421386719,45-64,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
26,female,White,33.42179870605469,7.4217987060546875,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,male,White,19.4019718170166,5.401971817016602,5-17,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
43,female,White,39.237083435058594,3.7629165649414062,35-44,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
24,female,Asian,28.332477569580078,4.332477569580078,18-24,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
23,female,Others,24.322649002075195,1.3226490020751953,18-24,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
35,female,Asian,14.566980361938477,20.433019638061523,35-44,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
12,female,Indian,29.13711166381836,17.13711166381836,5-17,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
34,male,White,28.87152099609375,5.12847900390625,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
56,male,White,57.27042007446289,1.2704200744628906,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
26,female,Asian,19.850549697875977,6.149450302124023,25-34,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
29,male,Asian,20.392620086669922,8.607379913330078,25-34,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
23,male,Indian,18.898225784301758,4.101774215698242,18-24,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
25,female,Indian,29.024593353271484,4.024593353271484,25-34,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
34,male,Indian,43.53292465209961,9.53292465209961,25-34,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
65,male,Indian,42.55948257446289,22.44051742553711,65-84,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
48,male,White,41.90486145019531,6.0951385498046875,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
18,female,White,22.835514068603516,4.835514068603516,18-24,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
9,male,White,16.067655563354492,7.067655563354492,5-17,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
68,male,White,68.4359130859375,0.4359130859375,65-84,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
54,male,White,57.4818115234375,3.4818115234375,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
42,male,White,48.95366668701172,6.953666687011719,35-44,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
35,male,Indian,29.08677101135254,5.913228988647461,35-44,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
24,male,Black,21.798917770385742,2.201082229614258,18-24,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
30,male,White,36.899513244628906,6.899513244628906,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
28,female,White,24.821664810180664,3.178335189819336,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
12,female,White,19.15764808654785,7.157648086547852,5-17,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
30,male,White,34.445343017578125,4.445343017578125,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
37,female,White,46.240699768066406,9.240699768066406,35-44,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
24,female,Black,25.119098663330078,1.1190986633300781,18-24,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
66,male,White,71.65013885498047,5.650138854980469,65-84,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,female,Indian,5.376943588256836,4.376943588256836,0-4,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2,male,White,2.6211934089660645,0.6211934089660645,0-4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
22,female,Asian,40.716636657714844,18.716636657714844,18-24,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
26,female,Asian,27.607229232788086,1.607229232788086,25-34,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
36,male,White,36.78289031982422,0.7828903198242188,35-44,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
25,female,White,26.388044357299805,1.3880443572998047,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
30,male,White,24.79442596435547,5.205574035644531,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
29,female,White,29.91274642944336,0.9127464294433594,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,female,Others,3.2682132720947266,2.2682132720947266,0-4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2,male,Asian,0.9165481328964233,1.0834518671035767,0-4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
50,male,White,49.672340393066406,0.32765960693359375,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
24,female,Others,23.074926376342773,0.9250736236572266,18-24,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
24,male,Indian,11.845871925354004,12.154128074645996,18-24,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
45,female,Indian,38.21919250488281,6.7808074951171875,45-64,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
26,female,Indian,23.622072219848633,2.377927780151367,25-34,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
58,male,White,55.675174713134766,2.3248252868652344,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
25,male,White,25.665712356567383,0.6657123565673828,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,male,White,7.619367599487305,1.3806324005126953,5-17,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
72,male,Black,58.9371223449707,13.062877655029297,65-84,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,male,Indian,1.1791518926620483,0.17915189266204834,0-4,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
22,female,Asian,22.83449363708496,0.8344936370849609,18-24,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,male,White,-0.4417860805988312,1.4417860805988312,0-4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
25,male,Indian,22.91705322265625,2.08294677734375,25-34,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26,female,White,25.3530330657959,0.6469669342041016,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
65,male,Asian,64.3747329711914,0.6252670288085938,65-84,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
36,male,White,34.102760314941406,1.8972396850585938,35-44,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
29,female,Black,25.57048225402832,3.4295177459716797,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26,female,Asian,35.91545486450195,9.915454864501953,25-34,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
35,male,Asian,22.95378875732422,12.046211242675781,35-44,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
45,male,White,34.956398010253906,10.043601989746094,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
6,female,Others,2.5172924995422363,3.4827075004577637,5-17,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
52,male,Indian,48.264244079589844,3.7357559204101562,45-64,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
89,female,Indian,61.061004638671875,27.938995361328125,85-99,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
99,female,White,80.43932342529297,18.56067657470703,85-99,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
45,female,Others,38.615482330322266,6.384517669677734,45-64,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
42,male,Black,39.749542236328125,2.250457763671875,35-44,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
24,female,White,28.371706008911133,4.371706008911133,18-24,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,male,Asian,0.667471706867218,0.332528293132782,0-4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
38,male,Indian,38.4909553527832,0.4909553527832031,35-44,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
23,female,Indian,28.83353614807129,5.833536148071289,18-24,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
35,male,Asian,26.58997344970703,8.410026550292969,35-44,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
18,female,Asian,14.491212844848633,3.508787155151367,18-24,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2,male,Asian,1.796761155128479,0.203238844871521,0-4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
29,female,White,23.76888084411621,5.231119155883789,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
26,male,Indian,25.87529945373535,0.12470054626464844,25-34,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,male,White,0.6989185214042664,0.30108147859573364,0-4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
42,female,Black,34.34014892578125,7.65985107421875,35-44,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
28,male,Others,33.576271057128906,5.576271057128906,25-34,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
26,male,Black,20.371849060058594,5.628150939941406,25-34,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2,female,Asian,1.2211347818374634,0.7788652181625366,0-4,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
34,female,Black,28.046850204467773,5.953149795532227,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2,male,Indian,6.871249198913574,4.871249198913574,0-4,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
3,female,Others,1.8808869123458862,1.1191130876541138,0-4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
26,male,White,30.897443771362305,4.897443771362305,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,female,White,16.028932571411133,2.028932571411133,5-17,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
35,male,Indian,32.58717346191406,2.4128265380859375,35-44,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
30,female,Asian,10.80683422088623,19.19316577911377,25-34,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
26,female,Black,32.529781341552734,6.529781341552734,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
50,male,White,47.362037658691406,2.6379623413085938,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
26,female,Asian,26.520273208618164,0.5202732086181641,25-34,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
34,female,White,37.60877990722656,3.6087799072265625,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
50,male,White,53.103477478027344,3.1034774780273438,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
21,female,Others,18.9588680267334,2.0411319732666016,18-24,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,female,Asian,0.3262982666492462,0.6737017333507538,0-4,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
10,male,White,15.391195297241211,5.391195297241211,5-17,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
30,male,Black,26.68494987487793,3.3150501251220703,25-34,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26,male,Indian,22.808387756347656,3.1916122436523438,25-34,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26,female,Others,30.55191421508789,4.551914215087891,25-34,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
51,male,White,48.56175231933594,2.4382476806640625,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
47,female,Indian,26.962005615234375,20.037994384765625,45-64,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
27,female,Black,26.87473487854004,0.12526512145996094,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26,female,Black,39.75278854370117,13.752788543701172,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
62,male,Asian,52.06114196777344,9.938858032226562,45-64,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
65,male,Indian,34.4790153503418,30.520984649658203,65-84,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,female,Asian,3.6363837718963623,1.6363837718963623,0-4,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
26,female,White,22.356027603149414,3.643972396850586,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5,female,Asian,11.939229965209961,6.939229965209961,5-17,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
36,female,White,37.81552505493164,1.8155250549316406,35-44,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
28,female,Asian,27.091920852661133,0.9080791473388672,25-34,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,male,Black,0.11039695143699646,0.8896030485630035,0-4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
71,female,White,51.70899963378906,19.291000366210938,65-84,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23,female,White,38.13813018798828,15.138130187988281,18-24,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
58,male,Asian,48.31602096557617,9.683979034423828,45-64,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
22,female,Asian,25.463464736938477,3.4634647369384766,18-24,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
26,female,Black,29.993513107299805,3.9935131072998047,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26,male,White,30.53511619567871,4.535116195678711,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
76,male,Asian,59.49341583251953,16.50658416748047,65-84,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,male,Black,1.2854797840118408,0.2854797840118408,0-4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
61,male,White,65.7639389038086,4.763938903808594,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
28,male,White,30.65568733215332,2.6556873321533203,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
90,female,Asian,72.93169403076172,17.06830596923828,85-99,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
73,female,White,79.96720886230469,6.9672088623046875,65-84,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
27,male,Black,30.945566177368164,3.945566177368164,25-34,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
6,female,White,6.189977645874023,0.18997764587402344,5-17,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
30,male,Asian,29.036354064941406,0.9636459350585938,25-34,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
24,female,White,28.321786880493164,4.321786880493164,18-24,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
50,female,Black,52.73004913330078,2.7300491333007812,45-64,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
28,male,Black,27.621122360229492,0.3788776397705078,25-34,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
73,female,White,77.50144958496094,4.5014495849609375,65-84,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28,female,Black,24.742216110229492,3.257783889770508,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
8,female,White,4.878841400146484,3.1211585998535156,5-17,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
26,female,White,26.348323822021484,0.3483238220214844,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,male,Asian,0.8259393572807312,0.1740606427192688,0-4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
37,male,Asian,24.413028717041016,12.586971282958984,35-44,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
28,female,Black,26.477516174316406,1.5224838256835938,25-34,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26,female,Indian,22.193513870239258,3.806486129760742,25-34,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
54,male,Indian,42.87532043457031,11.124679565429688,45-64,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
30,male,Asian,35.88164520263672,5.881645202636719,25-34,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
80,male,White,81.9893569946289,1.9893569946289062,65-84,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28,female,White,24.68457794189453,3.3154220581054688,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
27,male,White,27.052526473999023,0.05252647399902344,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
28,male,Asian,35.091888427734375,7.091888427734375,25-34,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
39,male,White,35.83597183227539,3.1640281677246094,35-44,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
22,male,Asian,15.907880783081055,6.092119216918945,18-24,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
6,female,White,11.352102279663086,5.352102279663086,5-17,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
60,female,Black,28.604156494140625,31.395843505859375,45-64,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
8,female,White,2.276059865951538,5.723940134048462,5-17,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
45,female,White,44.62971496582031,0.3702850341796875,45-64,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
53,male,White,39.461524963378906,13.538475036621094,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
36,female,Black,21.929351806640625,14.070648193359375,35-44,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
29,female,White,27.57969093322754,1.420309066772461,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,female,Asian,0.07522469758987427,0.9247753024101257,0-4,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
34,female,White,52.75237274169922,18.75237274169922,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5,male,White,7.233902931213379,2.233902931213379,5-17,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
10,male,White,8.334424018859863,1.6655759811401367,5-17,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
31,male,Black,30.5342960357666,0.46570396423339844,25-34,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
68,male,Black,62.88140106201172,5.118598937988281,65-84,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
46,male,Black,31.66240119934082,14.33759880065918,45-64,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
30,female,Indian,25.984479904174805,4.015520095825195,25-34,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
34,male,Indian,26.27062225341797,7.729377746582031,25-34,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
23,female,White,28.68831443786621,5.688314437866211,18-24,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
28,female,Asian,21.6049747467041,6.395025253295898,25-34,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
88,female,White,72.17906951904297,15.820930480957031,85-99,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
26,female,Indian,26.537281036376953,0.5372810363769531,25-34,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
52,female,White,56.833702087402344,4.833702087402344,45-64,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
72,male,White,76.24079895019531,4.2407989501953125,65-84,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
47,male,White,49.33636474609375,2.33636474609375,45-64,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
50,female,Black,32.55186462402344,17.448135375976562,45-64,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
58,male,Black,47.40648651123047,10.593513488769531,45-64,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
35,male,Indian,33.376617431640625,1.623382568359375,35-44,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
26,male,Indian,24.706743240356445,1.2932567596435547,25-34,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
27,male,White,27.14336585998535,0.14336585998535156,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
38,male,Indian,29.056543350219727,8.943456649780273,35-44,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
32,male,White,34.89240264892578,2.8924026489257812,25-34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
25,female,White,21.953777313232422,3.046222686767578,25-34,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2,female,Asian,1.6348000764846802,0.3651999235153198,0-4,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
28,female,Indian,37.92198944091797,9.921989440917969,25-34,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
